"","entry_id","start_year","end_year","end_year_assumed","ithaID","count","value","recomputed","score","bias_flag","region_comment","diagnostic_method","comments","MultiLocation","Qualified","RecalculateDetails","MaxADM","globin_phenotype","name","geoboundary_key","geo_admin0","geo_admin1","geo_admin2","longitude","latitude","recruitment_site","measure_name","cause_name","metric_name","source_id","n_female","n_male","sample_size","sample_size_comment","consaguinity","status_group","nationality","nationality_comment","race","age_group_name","min_age","max_age","sex_group_name","ethnicity_name","religion_name","locus","pmid","report","doi","curated_by","comment","id"
"1178","1797","2000",2005,"0","NULL",31,2.8,"no","1","Low","NULL","Biochemical/Hematological Diagnosis with HbA2 measurement","NULL","No","Yes","NULL","Site","NULL","Vadodara","in|1811400B20389831100750|76128533B70955180732957","in","1811400B20389831100750","76128533B70955180732957","73.1919","22.3047","Government Medical College Baroda","Carrier prevalence","Beta Thalassaemia","percent","100","NULL","NULL",1117,"NULL","NULL","Screening Population","105","declared","NULL","Other","17yr","37yr","Both","Patel","Mixed/Multiple","NULL","23086467","NULL","10.1007/s12687-012-0114-0","Mikaella Kontopoulou","NULL",1797
"1179","1798","2000",2005,"0","NULL",6,3.5,"no","1","Low","NULL","Biochemical/Hematological Diagnosis with HbA2 measurement","NULL","No","Yes","NULL","Site","NULL","Vadodara","in|1811400B20389831100750|76128533B70955180732957","in","1811400B20389831100750","76128533B70955180732957","73.1919","22.3047","Government Medical College Baroda","Carrier prevalence","Beta Thalassaemia","percent","100","NULL","NULL",173,"NULL","NULL","Screening Population","105","declared","NULL","Other","17yr","37yr","Both","Parmar","Mixed/Multiple","NULL","23086467","NULL","10.1007/s12687-012-0114-0","Mikaella Kontopoulou","NULL",1798
"1180","1799","2000",2005,"0","NULL",21,3.01,"no","1","Low","NULL","Biochemical/Hematological Diagnosis with HbA2 measurement","NULL","No","Yes","NULL","Site","NULL","Vadodara","in|1811400B20389831100750|76128533B70955180732957","in","1811400B20389831100750","76128533B70955180732957","73.1919","22.3047","Government Medical College Baroda","Carrier prevalence","Beta Thalassaemia","percent","100","NULL","NULL",697,"NULL","NULL","Screening Population","105","declared","NULL","Other","17yr","37yr","Both","Jain","Mixed/Multiple","NULL","23086467","NULL","10.1007/s12687-012-0114-0","Mikaella Kontopoulou","NULL",1799
"1181","1800","2000",2005,"0","NULL",8,4.1,"no","1","Low","NULL","Biochemical/Hematological Diagnosis with HbA2 measurement","NULL","No","Yes","NULL","Site","NULL","Vadodara","in|1811400B20389831100750|76128533B70955180732957","in","1811400B20389831100750","76128533B70955180732957","73.1919","22.3047","Government Medical College Baroda","Carrier prevalence","Beta Thalassaemia","percent","100","NULL","NULL",197,"NULL","NULL","Screening Population","105","declared","NULL","Other","17yr","37yr","Both","Baniya","Mixed/Multiple","NULL","23086467","NULL","10.1007/s12687-012-0114-0","Mikaella Kontopoulou","NULL",1800
"1182","1801","2000",2005,"0","NULL",7,7.4,"no","1","Low","NULL","Biochemical/Hematological Diagnosis with HbA2 measurement","NULL","No","Yes","NULL","Site","NULL","Vadodara","in|1811400B20389831100750|76128533B70955180732957","in","1811400B20389831100750","76128533B70955180732957","73.1919","22.3047","Government Medical College Baroda","Carrier prevalence","Beta Thalassaemia","percent","100","NULL","NULL",95,"NULL","NULL","Screening Population","105","declared","NULL","Other","17yr","37yr","Both","Lohana","Mixed/Multiple","NULL","23086467","NULL","10.1007/s12687-012-0114-0","Mikaella Kontopoulou","NULL",1801
"1183","1802","2000",2005,"0","NULL",3,1.57,"no","1","Low","NULL","Biochemical/Hematological Diagnosis with HbA2 measurement","NULL","No","Yes","NULL","Site","NULL","Vadodara","in|1811400B20389831100750|76128533B70955180732957","in","1811400B20389831100750","76128533B70955180732957","73.1919","22.3047","Government Medical College Baroda","Carrier prevalence","Beta Thalassaemia","percent","100","NULL","NULL",191,"NULL","NULL","Screening Population","105","declared","NULL","Other","17yr","37yr","Both","Prajapati","Mixed/Multiple","NULL","23086467","NULL","10.1007/s12687-012-0114-0","Mikaella Kontopoulou","NULL",1802
"1184","1803","2000",2005,"0","NULL",17,2.4,"no","1","Low","NULL","Biochemical/Hematological Diagnosis with HbA2 measurement","NULL","No","Yes","NULL","Site","NULL","Vadodara","in|1811400B20389831100750|76128533B70955180732957","in","1811400B20389831100750","76128533B70955180732957","73.1919","22.3047","Government Medical College Baroda","Carrier prevalence","Beta Thalassaemia","percent","100","NULL","NULL",718,"NULL","NULL","Screening Population","105","declared","NULL","Other","17yr","37yr","Both","Rajput","Mixed/Multiple","NULL","23086467","NULL","10.1007/s12687-012-0114-0","Mikaella Kontopoulou","NULL",1803
"1185","1804","2000",2005,"0","NULL",13,3.2,"no","1","Low","NULL","Biochemical/Hematological Diagnosis with HbA2 measurement","NULL","No","Yes","NULL","Site","NULL","Vadodara","in|1811400B20389831100750|76128533B70955180732957","in","1811400B20389831100750","76128533B70955180732957","73.1919","22.3047","Government Medical College Baroda","Carrier prevalence","Beta Thalassaemia","percent","100","NULL","NULL",410,"NULL","NULL","Screening Population","105","declared","NULL","Other","17yr","37yr","Both","Maratha","Mixed/Multiple","NULL","23086467","NULL","10.1007/s12687-012-0114-0","Mikaella Kontopoulou","NULL",1804
"1186","1805","2000",2005,"0","NULL",2,2,"no","1","Low","NULL","Biochemical/Hematological Diagnosis with HbA2 measurement","NULL","No","Yes","NULL","Site","NULL","Vadodara","in|1811400B20389831100750|76128533B70955180732957","in","1811400B20389831100750","76128533B70955180732957","73.1919","22.3047","Government Medical College Baroda","Carrier prevalence","Beta Thalassaemia","percent","100","NULL","NULL",98,"NULL","NULL","Screening Population","105","declared","NULL","Other","17yr","37yr","Both","Sindhi","Mixed/Multiple","NULL","23086467","NULL","10.1007/s12687-012-0114-0","Mikaella Kontopoulou","NULL",1805
"1187","1806","2000",2005,"0","NULL",10,2.9,"no","1","Low","NULL","Biochemical/Hematological Diagnosis with HbA2 measurement","NULL","No","Yes","NULL","Site","NULL","Vadodara","in|1811400B20389831100750|76128533B70955180732957","in","1811400B20389831100750","76128533B70955180732957","73.1919","22.3047","Government Medical College Baroda","Carrier prevalence","Beta Thalassaemia","percent","100","NULL","NULL",349,"NULL","NULL","Screening Population","105","declared","NULL","Other","17yr","37yr","Both","Sunni","Mixed/Multiple","NULL","23086467","NULL","10.1007/s12687-012-0114-0","Mikaella Kontopoulou","NULL",1806
"1188","1807","2000",2005,"0","NULL",4,4,"no","1","Low","NULL","Biochemical/Hematological Diagnosis with HbA2 measurement","NULL","No","Yes","NULL","Site","NULL","Vadodara","in|1811400B20389831100750|76128533B70955180732957","in","1811400B20389831100750","76128533B70955180732957","73.1919","22.3047","Government Medical College Baroda","Carrier prevalence","Beta Thalassaemia","percent","100","NULL","NULL",100,"NULL","NULL","Screening Population","105","declared","NULL","Other","17yr","37yr","Both","Shaikh","Mixed/Multiple","NULL","23086467","NULL","10.1007/s12687-012-0114-0","Mikaella Kontopoulou","NULL",1807
"1189","1808","2000",2005,"0","NULL",1,1.4,"no","0.83","Low","NULL","Biochemical/Hematological Diagnosis with HbA2 measurement","NULL","No","No","NULL","Site","NULL","Vadodara","in|1811400B20389831100750|76128533B70955180732957","in","1811400B20389831100750","76128533B70955180732957","73.1919","22.3047","Government Medical College Baroda","Carrier prevalence","Beta Thalassaemia","percent","100","NULL","NULL",74,"NULL","NULL","Screening Population","105","declared","NULL","Other","17yr","37yr","Both","Bohra","Mixed/Multiple","NULL","23086467","NULL","10.1007/s12687-012-0114-0","Mikaella Kontopoulou","NULL",1808
"1190","1809","2000",2005,"0","NULL",3,3.8,"no","1","Low","NULL","Biochemical/Hematological Diagnosis with HbA2 measurement","NULL","No","Yes","NULL","Site","NULL","Vadodara","in|1811400B20389831100750|76128533B70955180732957","in","1811400B20389831100750","76128533B70955180732957","73.1919","22.3047","Government Medical College Baroda","Carrier prevalence","Beta Thalassaemia","percent","100","NULL","NULL",80,"NULL","NULL","Screening Population","105","declared","NULL","Other","17yr","37yr","Both","Pathan","Mixed/Multiple","NULL","23086467","NULL","10.1007/s12687-012-0114-0","Mikaella Kontopoulou","NULL",1809
"1191","1810","2000",2005,"0","NULL",3,3.7,"no","1","Low","NULL","Biochemical/Hematological Diagnosis with HbA2 measurement","NULL","No","Yes","NULL","Site","NULL","Vadodara","in|1811400B20389831100750|76128533B70955180732957","in","1811400B20389831100750","76128533B70955180732957","73.1919","22.3047","Government Medical College Baroda","Carrier prevalence","Beta Thalassaemia","percent","100","NULL","NULL",81,"NULL","NULL","Screening Population","105","declared","NULL","Other","17yr","37yr","Both","Protestant","Mixed/Multiple","NULL","23086467","NULL","10.1007/s12687-012-0114-0","Mikaella Kontopoulou","NULL",1810
"1192","1811","2000",2005,"0","NULL",39,2.4,"no","1","Low","NULL","Biochemical/Hematological Diagnosis with HbA2 measurement","NULL","No","Yes","NULL","Site","NULL","Vadodara","in|1811400B20389831100750|76128533B70955180732957","in","1811400B20389831100750","76128533B70955180732957","73.1919","22.3047","Government Medical College Baroda","Carrier prevalence","Beta Thalassaemia","percent","100","NULL","NULL",1661,"NULL","NULL","Screening Population","105","declared","NULL","Other","17yr","37yr","Both","Artisana","Mixed/Multiple","NULL","23086467","NULL","10.1007/s12687-012-0114-0","Mikaella Kontopoulou","NULL",1811
"1193","1812","2000",2005,"0","NULL",30,2.8,"no","1","Low","NULL","Biochemical/Hematological Diagnosis with HbA2 measurement","NULL","No","Yes","NULL","Site","NULL","Vadodara","in|1811400B20389831100750|76128533B70955180732957","in","1811400B20389831100750","76128533B70955180732957","73.1919","22.3047","Government Medical College Baroda","Carrier prevalence","Beta Thalassaemia","percent","100","NULL","NULL",1070,"NULL","NULL","Screening Population","105","declared","NULL","Other","17yr","37yr","Both","Scheduled caste","Mixed/Multiple","NULL","23086467","NULL","10.1007/s12687-012-0114-0","Mikaella Kontopoulou","NULL",1812
"1194","1813","2000",2005,"0","NULL",5,0.8,"no","1","Low","NULL","Biochemical/Hematological Diagnosis with HbA2 measurement","NULL","No","Yes","NULL","Site","NULL","Vadodara","in|1811400B20389831100750|76128533B70955180732957","in","1811400B20389831100750","76128533B70955180732957","73.1919","22.3047","Government Medical College Baroda","Carrier prevalence","Beta Thalassaemia","percent","100","NULL","NULL",597,"NULL","NULL","Screening Population","105","declared","NULL","Other","17yr","37yr","Both","Scheduled tribe","Mixed/Multiple","NULL","23086467","NULL","10.1007/s12687-012-0114-0","Mikaella Kontopoulou","NULL",1813
"1195","1814","2000",2005,"0","NULL",15,2,"no","1","Low","NULL","Biochemical/Hematological Diagnosis with HbA2 measurement","NULL","No","Yes","NULL","Site","NULL","Vadodara","in|1811400B20389831100750|76128533B70955180732957","in","1811400B20389831100750","76128533B70955180732957","73.1919","22.3047","Government Medical College Baroda","Carrier prevalence","Beta Thalassaemia","percent","100","NULL","NULL",763,"NULL","NULL","Screening Population","105","declared","NULL","Other","17yr","37yr","Both","Other","Mixed/Multiple","NULL","23086467","NULL","10.1007/s12687-012-0114-0","Mikaella Kontopoulou","NULL",1814
"1196","1815","NULL",2012,"1","NULL",16,2.66,"yes","0.83","Low","Data duplicated across regions of multi-location study.","Biochemical/Hematological Diagnosis with HbA2 measurement","NULL","Yes","Yes","NULL","ADM2","NULL","Thoubal","in|1811400B48280558608911|76128533B39181672068034","in","1811400B48280558608911","76128533B39181672068034","94.0130182902316","24.6192108497514","NULL","Carrier prevalence","Hemoglobin E Disease","percent","101","NULL","NULL",602,"NULL","NULL","Screening Population","105","declared","NULL","Unspecified","NULL","NULL","Unspecified","Mixed/Multiple","NULL","NULL","23057593","NULL","10.1089/gtmb.2011.0373","Mikaella Kontopoulou","NULL",1815
"1197","1817","NULL",2012,"1","NULL",13,4.33,"no","0.83","Low","Data duplicated across regions of multi-location study.","Biochemical/Hematological Diagnosis with HbA2 measurement","NULL","Yes","Yes","NULL","ADM2","NULL","Thoubal","in|1811400B48280558608911|76128533B39181672068034","in","1811400B48280558608911","76128533B39181672068034","94.0130182902316","24.6192108497514","NULL","Carrier prevalence","Hemoglobin E Disease","percent","101","NULL","NULL",300,"NULL","NULL","Screening Population","105","declared","NULL","Unspecified","NULL","NULL","Unspecified","Meitei Brahmin","NULL","NULL","23057593","NULL","10.1089/gtmb.2011.0373","Mikaella Kontopoulou","NULL",1817
"1198","1818","NULL",2012,"1","NULL",1,0.33,"no","0.83","Low","Data duplicated across regions of multi-location study.","Biochemical/Hematological Diagnosis with HbA2 measurement","NULL","Yes","Yes","NULL","ADM2","NULL","Imphal East","in|1811400B48280558608911|76128533B4337125902383","in","1811400B48280558608911","76128533B4337125902383","94.0082498363436","24.834586238484","NULL","Carrier prevalence","Beta Thalassaemia","percent","101","NULL","NULL",300,"NULL","NULL","Screening Population","105","declared","NULL","Unspecified","NULL","NULL","Unspecified","Meitei Brahmin","NULL","NULL","23057593","NULL","10.1089/gtmb.2011.0373","Mikaella Kontopoulou","NULL",1818
"1199","1819","NULL",2012,"1","NULL",0,0,"no","NULL","Quality not appraised","Data duplicated across regions of multi-location study.","Biochemical/Hematological Diagnosis with HbA2 measurement","NULL","Yes","NULL","NULL","ADM2","NULL","Thoubal","in|1811400B48280558608911|76128533B39181672068034","in","1811400B48280558608911","76128533B39181672068034","94.0130182902316","24.6192108497514","NULL","Prevalence","Hemoglobin E Disease","percent","101","NULL","NULL",300,"NULL","NULL","Screening Population","105","declared","NULL","Unspecified","NULL","NULL","Unspecified","Meitei Brahmin","NULL","NULL","23057593","NULL","10.1089/gtmb.2011.0373","Mikaella Kontopoulou","NULL",1819
